,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d
42,-0.004883,0.032937,0.053721,0.004123,0.01064,0.021065,-0.003708,0.022482,0.051921,0.00525,0.015131,0.036679,0.000755,0.037533,0.063554,0.001002,0.024638,0.031192,0.000729,0.036016,0.046727,-0.004968,0.038895,0.065516,-0.004198,0.021866,0.029022,-0.009463,0.046839,0.081524,-0.005864,0.04227,0.068639,-0.003389,0.021419,0.03472,-0.005153,0.01804,0.031252,-0.008717,0.048206,0.08179,-0.011414,0.040311,0.074084,-0.009513,0.032561,0.064047,-0.003282,0.019587,0.026302,-0.012429,0.042589,0.090711,-0.012053,0.032699,0.057922,-0.008228,0.027308,0.037543,-0.008007,0.030797,0.054084,-0.003321,0.029071,0.050321,-0.00132,0.015664,0.020727,0.000964,0.013216,0.015844,-0.000284,0.013643,0.020891,-0.004934,0.021937,0.02912,0.000597,-0.013262,0.132,0.00248,0.011242,0.018041,-0.00045,0.016388,0.035326,0.003114,0.025024,0.048198,-0.008039,0.04843,0.116168
43,-0.003603,0.019858,0.027742,0.003231,0.008271,0.014692,-0.002305,0.011494,0.029492,0.004427,0.011275,0.036344,0.001296,0.024574,0.035453,0.001373,0.013679,0.0119,-0.000352,0.022077,0.024152,-0.003744,0.024685,0.036515,-0.003262,0.011211,0.010988,-0.006958,0.030717,0.047439,-0.004977,0.026343,0.03732,-0.00227,0.011228,0.014418,-0.003568,0.008755,0.012838,-0.007303,0.031713,0.047638,-0.008572,0.025367,0.040642,-0.006666,0.019286,0.034229,-0.001841,0.008518,0.00711,-0.011597,0.028141,0.056621,-0.008561,0.018598,0.029898,-0.005165,0.014551,0.014376,-0.004648,0.016918,0.026375,-0.000948,0.015902,0.024636,-0.000106,0.005546,0.003281,0.001443,0.004531,0.001389,0.000828,0.005272,0.004704,-0.002392,0.010016,0.008652,0.000595,-0.013288,0.133076,0.002415,0.00308,0.002562,0.00052,0.006658,0.013287,0.002489,0.012697,0.021363,-0.007148,0.032288,0.072673
44,-0.002331,0.00996,0.010318,0.002287,0.005708,0.009031,-0.001266,0.003975,0.015295,0.003454,0.00788,0.036768,0.001408,0.013958,0.015641,0.001263,0.005815,0.000558,-0.000836,0.011228,0.008891,-0.002512,0.013462,0.016131,-0.002153,0.003996,0.000443,-0.004518,0.017438,0.022515,-0.003633,0.013833,0.015529,-0.001293,0.004236,0.002086,-0.002114,0.002678,0.001731,-0.005371,0.018216,0.02292,-0.00573,0.013687,0.017349,-0.00402,0.009297,0.013632,-0.000799,0.001639,-0.003292,-0.009753,0.016494,0.030811,-0.005196,0.008336,0.011061,-0.002695,0.005684,0.000724,-0.002176,0.00707,0.0082,0.000347,0.006618,0.007836,0.000476,-0.000262,-0.005442,0.00137,-0.000415,-0.005587,0.001187,0.000296,-0.003832,-0.000729,0.002466,-0.002526,0.000592,-0.013315,0.134157,0.001895,-0.001337,-0.00515,0.000875,0.000762,0.000287,0.001704,0.004407,0.004591,-0.00562,0.018849,0.038996
45,-0.001272,0.003359,0.000151,0.001429,0.00339,0.004615,-0.000535,-0.000499,0.007617,0.002427,0.005244,0.037483,0.001186,0.006221,0.003289,0.000953,0.000992,-0.004789,-0.000893,0.003914,0.000001,-0.001443,0.005547,0.003394,-0.001196,-0.000142,-0.004478,-0.00248,0.007762,0.00638,-0.002266,0.005227,0.002308,-0.000577,0.000129,-0.004068,-0.001007,-0.00067,-0.003732,-0.003411,0.008307,0.006854,-0.003276,0.005516,0.003003,-0.001977,0.002774,0.001303,-0.000153,-0.001908,-0.007505,-0.00712,0.007893,0.012832,-0.002571,0.001898,0.000131,-0.001001,0.000419,-0.005744,-0.000586,0.001056,-0.001924,0.000871,0.00098,-0.001508,0.000646,-0.002887,-0.008347,0.001057,-0.00262,-0.007677,0.001121,-0.0021,-0.007085,0.000185,-0.001506,-0.007118,0.000589,-0.013341,0.135241,0.00127,-0.003118,-0.007691,0.000871,-0.002167,-0.0059,0.000995,-0.000337,-0.004132,-0.003824,0.008851,0.015561
46,-0.000523,-0.000387,-0.004605,0.000774,0.00164,0.001693,-0.000082,-0.002667,0.004508,0.001521,0.003612,0.038078,0.000842,0.001365,-0.003117,0.000614,-0.001437,-0.006271,-0.000739,-0.000277,-0.004131,-0.000655,0.000731,-0.003262,-0.000508,-0.002007,-0.005797,-0.001032,0.001685,-0.002445,-0.001168,0.000189,-0.004247,-0.000128,-0.001806,-0.006104,-0.00029,-0.00207,-0.00547,-0.001812,0.002017,-0.002017,-0.001475,0.000586,-0.004332,-0.000627,-0.000819,-0.004691,0.000181,-0.003188,-0.007982,-0.004485,0.002294,0.001843,-0.000832,-0.001446,-0.004902,-0.000013,-0.002104,-0.007567,0.000273,-0.001961,-0.00626,0.000931,-0.001814,-0.005491,0.000592,-0.003505,-0.007971,0.000696,-0.003107,-0.007079,0.000869,-0.002811,-0.007213,0.000565,-0.00301,-0.007735,0.000586,-0.013368,0.13633,0.000723,-0.003315,-0.007315,0.000698,-0.003124,-0.007661,0.000463,-0.002474,-0.00735,-0.002221,0.002407,0.001489
47,-0.000069,-0.00205,-0.005885,0.000359,0.000536,0.000582,0.000151,-0.003328,0.004164,0.000844,0.002982,0.038366,0.000512,-0.001167,-0.005463,0.000331,-0.002262,-0.005665,-0.000517,-0.002169,-0.005215,-0.000155,-0.001677,-0.005745,-0.000087,-0.002442,-0.005191,-0.000148,-0.001495,-0.006089,-0.000421,-0.002165,-0.00638,0.000107,-0.002339,-0.005815,0.0001,-0.002285,-0.005136,-0.000702,-0.001322,-0.005749,-0.000338,-0.001847,-0.006922,0.000127,-0.002323,-0.006526,0.000301,-0.003152,-0.006615,-0.002363,-0.000797,-0.003701,0.000138,-0.002676,-0.006183,0.000448,-0.002843,-0.006868,0.000619,-0.002974,-0.007025,0.000765,-0.002723,-0.006183,0.000445,-0.003069,-0.006159,0.000387,-0.002698,-0.005358,0.000578,-0.002589,-0.005847,0.000621,-0.003071,-0.006403,0.000583,-0.013394,0.137423,0.000322,-0.002736,-0.00566,0.00048,-0.002962,-0.006989,0.000123,-0.002966,-0.007357,-0.001028,-0.00109,-0.005396
48,0.000157,-0.002408,-0.005292,0.000192,0.000281,0.001038,0.000237,-0.003156,0.005188,0.000425,0.002969,0.038391,0.000255,-0.002108,-0.005448,0.000133,-0.002177,-0.004221,-0.00031,-0.002609,-0.004663,0.00011,-0.002476,-0.005776,0.000124,-0.002132,-0.00383,0.000295,-0.002687,-0.006582,0.000009,-0.002799,-0.006039,0.000195,-0.002114,-0.004503,0.000258,-0.00191,-0.003918,-0.000044,-0.002614,-0.006335,0.000264,-0.002625,-0.00677,0.000452,-0.002552,-0.006058,0.000297,-0.002507,-0.004656,-0.000898,-0.002099,-0.00559,0.000553,-0.00268,-0.005479,0.000569,-0.002605,-0.005143,0.000656,-0.00285,-0.005971,0.000531,-0.002576,-0.005221,0.000286,-0.002237,-0.004057,0.000165,-0.001959,-0.003468,0.000327,-0.001973,-0.004049,0.000517,-0.002458,-0.004456,0.00058,-0.01342,0.138521,0.00007,-0.001912,-0.003745,0.000283,-0.002305,-0.005301,-0.00006,-0.002594,-0.005871,-0.000264,-0.00251,-0.007544
49,0.00023,-0.002089,-0.003948,0.000186,0.000466,0.001165,0.000237,-0.002632,0.006656,0.000253,0.003145,0.038296,0.000084,-0.002118,-0.004338,0.000014,-0.001691,-0.002687,-0.000151,-0.002285,-0.003463,0.000213,-0.002362,-0.004648,0.000195,-0.001545,-0.002407,0.000444,-0.002709,-0.005501,0.000205,-0.002511,-0.004631,0.000196,-0.001581,-0.002982,0.000278,-0.001342,-0.002547,0.000272,-0.002692,-0.005336,0.000494,-0.002471,-0.00536,0.000511,-0.002141,-0.004614,0.000236,-0.001706,-0.002811,-0.000032,-0.002301,-0.005384,0.000628,-0.002123,-0.004013,0.00051,-0.001964,-0.003295,0.000542,-0.002219,-0.00428,0.000313,-0.001975,-0.003697,0.000154,-0.001393,-0.002253,0.000029,-0.001217,-0.001885,0.000145,-0.001293,-0.002403,0.000361,-0.001664,-0.002634,0.000577,-0.013446,0.139623,-0.000061,-0.001143,-0.002097,0.000134,-0.001543,-0.003465,-0.000133,-0.001897,-0.003992,0.000146,-0.002674,-0.007046
50,0.000218,-0.001518,-0.002526,0.000181,0.000486,0.001004,0.000197,-0.002052,0.008049,0.000233,0.003323,0.03821,-0.000012,-0.001694,-0.002944,-0.000044,-0.001119,-0.001427,-0.000046,-0.001672,-0.002204,0.000219,-0.001842,-0.003199,0.000186,-0.000953,-0.001253,0.000425,-0.002179,-0.003898,0.000253,-0.001858,-0.003024,0.000157,-0.001013,-0.001672,0.000229,-0.000803,-0.001389,0.000365,-0.002187,-0.003799,0.000505,-0.00191,-0.003638,0.000435,-0.001517,-0.003009,0.00016,-0.00099,-0.001387,0.000384,-0.001945,-0.004231,0.000531,-0.001424,-0.002504,0.000378,-0.001266,-0.001767,0.000379,-0.001479,-0.002631,0.000148,-0.00129,-0.002231,0.000061,-0.000718,-0.000958,-0.00004,-0.000625,-0.000768,0.00003,-0.000718,-0.001155,0.000215,-0.000953,-0.00125,0.000574,-0.013471,0.14073,-0.000109,-0.000554,-0.000906,0.000038,-0.000881,-0.001919,-0.00014,-0.001188,-0.002311,0.000309,-0.002218,-0.005409
51,0.000168,-0.000947,-0.001356,0.000151,0.000403,0.000732,0.000147,-0.001564,0.009143,0.000228,0.00346,0.038206,-0.000055,-0.001154,-0.0017,-0.000061,-0.000625,-0.000552,0.000012,-0.001049,-0.001172,0.000179,-0.001233,-0.001886,0.000144,-0.000483,-0.000463,0.000331,-0.001497,-0.002371,0.000222,-0.001173,-0.001659,0.000107,-0.000544,-0.000724,0.000159,-0.000389,-0.000569,0.000335,-0.001513,-0.002318,0.00041,-0.001269,-0.002109,0.000312,-0.00092,-0.001654,0.000093,-0.000458,-0.000444,0.000504,-0.001395,-0.002857,0.000376,-0.000807,-0.00129,0.00024,-0.000685,-0.000699,0.000228,-0.000837,-0.001334,0.000042,-0.000708,-0.001095,0.000006,-0.000259,-0.000163,-0.000064,-0.000223,-0.000094,-0.000029,-0.000306,-0.00034,0.000103,-0.000428,-0.000356,0.000571,-0.013497,0.14184,-0.00011,-0.000168,-0.00017,-0.000015,-0.000396,-0.000814,-0.000115,-0.000619,-0.001062,0.000323,-0.001563,-0.003564
52,0.000111,-0.00049,-0.000538,0.000109,0.000284,0.00046,0.000103,-0.001217,0.009893,0.000208,0.003555,0.038304,-0.000063,-0.00067,-0.000778,-0.000057,-0.000269,-0.000035,0.000036,-0.000547,-0.000456,0.000125,-0.000703,-0.000896,0.000094,-0.000167,-0.000005,0.000222,-0.000879,-0.001184,0.000162,-0.000615,-0.000688,0.000062,-0.000216,-0.000137,0.000094,-0.000118,-0.000074,0.000254,-0.000894,-0.001162,0.000284,-0.000717,-0.000974,0.000192,-0.000456,-0.00069,0.000043,-0.000118,0.000086,0.000462,-0.000862,-0.001649,0.000226,-0.000356,-0.000465,0.000127,-0.000276,-0.000062,0.000111,-0.000369,-0.000461,-0.000016,-0.000293,-0.000346,-0.000021,0.000007,0.000237,-0.000062,0.000008,0.000237,-0.000052,-0.000052,0.00011,0.00003,-0.000099,0.000128,0.000568,-0.013522,0.142956,-0.000088,0.000045,0.000207,-0.000037,-0.000089,-0.000133,-0.00008,-0.000229,-0.000266,0.000266,-0.000944,-0.00199
53,0.000062,-0.000179,-0.000049,0.00007,0.000173,0.000242,0.000069,-0.001006,0.010348,0.000184,0.003615,0.038491,-0.000055,-0.000309,-0.000192,-0.000043,-0.000049,0.000211,0.00004,-0.000203,-0.000031,0.000074,-0.000315,-0.000254,0.000052,0.000012,0.000206,0.000126,-0.000415,-0.000392,0.000101,-0.000231,-0.000099,0.000029,-0.00002,0.000163,0.000045,0.000031,0.000169,0.000165,-0.000426,-0.000389,0.000169,-0.000316,-0.000248,0.000097,-0.000148,-0.000102,0.000011,0.000065,0.000317,0.000352,-0.000442,-0.000755,0.000111,-0.000075,0.00001,0.000049,-0.00003,0.000246,0.000034,-0.000077,0.000039,-0.000039,-0.000042,0.00007,-0.000029,0.000127,0.000373,-0.000048,0.000114,0.000342,-0.000052,0.000078,0.0003,-0.00001,0.000073,0.000323,0.000565,-0.013548,0.144075,-0.00006,0.000135,0.00034,-0.00004,0.000073,0.000214,-0.000048,-0.000001,0.000157,0.000186,-0.000467,-0.000857
54,0.000027,0.000002,0.000188,0.000038,0.000086,0.000094,0.000048,-0.000901,0.010591,0.000166,0.003648,0.038743,-0.000039,-0.000079,0.000119,-0.000028,0.000062,0.000281,0.000034,-0.000002,0.000173,0.000036,-0.000071,0.000098,0.000022,0.000092,0.00026,0.000056,-0.000115,0.000057,0.000052,-0.000007,0.000192,0.000007,0.000075,0.00027,0.000013,0.000093,0.000245,0.00009,-0.000122,0.000049,0.000081,-0.000065,0.000142,0.000033,0.000025,0.000192,-0.000006,0.000138,0.000362,0.00023,-0.000157,-0.000186,0.000035,0.000069,0.000225,0.000003,0.00009,0.000338,-0.000008,0.000075,0.000264,-0.000042,0.000082,0.000247,-0.000027,0.000157,0.000359,-0.000032,0.000139,0.000321,-0.000042,0.000123,0.00033,-0.000026,0.000136,0.000345,0.000562,-0.013573,0.145199,-0.000035,0.00015,0.000333,-0.000034,0.000135,0.000336,-0.000023,0.000105,0.000322,0.000111,-0.00015,-0.000156
55,0.000005,0.000086,0.00026,0.000018,0.000031,0.000028,0.000037,-0.000868,0.010703,0.000156,0.003664,0.039035,-0.000024,0.000044,0.00024,-0.000015,0.000101,0.000256,0.000024,0.000092,0.000233,0.000011,0.000058,0.000244,0.000003,0.000109,0.00023,0.000012,0.000049,0.000256,0.000019,0.000098,0.000286,-0.000004,0.000104,0.000265,-0.000005,0.000102,0.00023,0.000037,0.000044,0.000244,0.000024,0.000066,0.000298,-0.000003,0.0001,0.00029,-0.000013,0.000144,0.000311,0.000128,0.000008,0.000119,-0.000008,0.000121,0.000277,-0.000019,0.000127,0.000312,-0.000027,0.000131,0.000316,-0.000034,0.000122,0.000277,-0.00002,0.000138,0.000279,-0.000018,0.000123,0.000246,-0.000029,0.00012,0.000279,-0.000028,0.000137,0.000283,0.000558,-0.013598,0.146327,-0.000016,0.000126,0.000262,-0.000024,0.000138,0.000328,-0.000007,0.000133,0.000334,0.000054,0.000028,0.000204
56,-0.000006,0.000107,0.000241,0.000009,0.000012,0.000047,0.000032,-0.000874,0.010748,0.000152,0.003669,0.039349,-0.000012,0.000092,0.000247,-0.000006,0.000098,0.000192,0.000015,0.000117,0.000213,-0.000003,0.000107,0.000265,-0.000006,0.000094,0.000168,-0.000011,0.000115,0.000298,-0.000001,0.000125,0.00027,-0.000009,0.000097,0.000209,-0.000012,0.000085,0.000175,0.000005,0.000113,0.000286,-0.000007,0.000114,0.000312,-0.000019,0.000115,0.000276,-0.000014,0.000119,0.000225,0.000055,0.000085,0.00024,-0.000025,0.000119,0.000243,-0.000025,0.000118,0.000236,-0.00003,0.00013,0.000277,-0.000024,0.000115,0.000233,-0.000013,0.000101,0.000184,-0.000008,0.00009,0.000161,-0.000017,0.000095,0.000199,-0.000023,0.000108,0.000195,0.000555,-0.013623,0.14746,-0.000004,0.00009,0.000177,-0.000015,0.000112,0.000259,0.000002,0.000119,0.000272,0.000017,0.000106,0.000331
57,-0.00001,0.000096,0.000184,0.000008,0.000021,0.000056,0.000031,-0.000898,0.010769,0.00015,0.00367,0.03967,-0.000004,0.000096,0.000201,-0.000001,0.000076,0.000123,0.000007,0.000105,0.000161,-0.000009,0.000109,0.000222,-0.000009,0.000068,0.000105,-0.000019,0.000124,0.000258,-0.000009,0.000112,0.000207,-0.000009,0.000074,0.000141,-0.000012,0.00006,0.000113,-0.000011,0.000122,0.000248,-0.000021,0.000114,0.000257,-0.000023,0.000099,0.000214,-0.000011,0.000083,0.00014,0.000009,0.000104,0.000249,-0.000028,0.000094,0.000176,-0.000023,0.00009,0.000153,-0.000025,0.000104,0.000203,-0.000014,0.000088,0.000165,-0.000007,0.000063,0.000103,-0.000002,0.000057,0.000089,-0.000008,0.000065,0.000123,-0.000016,0.000073,0.000115,0.000552,-0.013647,0.148597,0.000002,0.000055,0.000101,-0.000008,0.000078,0.000176,0.000006,0.000088,0.000188,-0.000004,0.000121,0.000325
58,-0.00001,0.000071,0.00012,0.000008,0.000023,0.000049,0.000032,-0.000925,0.010791,0.000149,0.003669,0.039992,0,0.000078,0.000138,0.000002,0.000051,0.000066,0.000002,0.000078,0.000104,-0.00001,0.000088,0.000158,-0.000008,0.000042,0.000054,-0.00002,0.000103,0.000188,-0.000011,0.000083,0.000135,-0.000007,0.000048,0.000081,-0.00001,0.000036,0.000062,-0.000016,0.000102,0.00018,-0.000023,0.000092,0.00018,-0.00002,0.000071,0.000142,-0.000008,0.00005,0.000072,-0.000014,0.000093,0.000205,-0.000023,0.000062,0.000109,-0.000017,0.000059,0.000083,-0.000018,0.000071,0.000128,-0.000007,0.000057,0.000099,-0.000003,0.000033,0.000044,0.000002,0.000029,0.000037,-0.000002,0.000037,0.000063,-0.000009,0.000041,0.000054,0.000548,-0.013672,0.149738,0.000005,0.000027,0.000045,-0.000003,0.000047,0.000102,0.000006,0.000056,0.000111,-0.000013,0.000104,0.000257
